mock1	mock2	mock3	hrcc1	hrcc2	hrcc3
AT4G25000	16	19	34	19	10	24
AT4G25010	0	0	0	0	4	0
AT4G25020	4	10	14	16	5	16
AT4G25030	525	489	964	1343	877	2019
AT4G25050	396	397	873	266	163	327
AT4G25070	10	7	16	26	21	44
AT4G25080	361	394	656	228	128	347
AT4G25090	0	2	1	2	0	0
AT4G25100	897	872	1381	797	503	1436
AT4G25110	25	24	45	104	64	160
AT4G25120	9	7	7	3	4	13
AT4G25130	974	1031	1939	1034	602	1439
AT4G25150	0	0	1	4	3	0
AT4G25160	0	5	0	7	1	8
AT4G25170	68	70	95	53	32	103
AT4G25180	7	20	27	37	10	36
AT4G25190	0	0	0	2	0	0
AT4G25200	0	4	0	3	0	1
AT4G25210	40	41	54	55	32	108
AT4G25220	0	0	0	2	0	0
AT4G25225	2	5	10	12	4	8
AT4G25230	51	50	86	82	51	132
AT4G25240	0	3	1	1	1	1
AT4G25250	0	2	0	0	0	0
AT4G25260	13	9	19	7	7	12
AT4G25270	10	7	11	6	6	15
AT4G25280	14	17	14	19	9	45
AT4G25290	15	27	32	18	5	23
AT4G25300	15	16	24	12	7	20
AT4G25315	5	2	8	3	4	5
AT4G25320	32	47	70	54	24	70
AT4G25340	76	73	108	96	62	184
AT4G25350	0	0	4	27	15	27
AT4G25360	25	18	30	29	26	66
AT4G25370	105	75	222	134	105	167
AT4G25380	0	1	1	0	3	1
AT4G25390	74	83	88	103	54	224
AT4G25410	3	2	0	0	0	0
AT4G25420	7	3	10	0	2	1
AT4G25430	0	1	0	0	0	0
AT4G25433	6	5	9	3	3	5
AT4G25434	4	2	5	7	8	13
AT4G25440	23	20	27	24	18	53
AT4G25450	71	79	125	54	30	84
AT4G25470	4	0	3	0	2	1
AT4G25480	12	10	18	4	4	7
AT4G25490	5	0	7	1	5	1
AT4G25500	140	162	236	162	86	267
AT4G25510	0	0	3	0	3	3
AT4G25515	8	12	20	22	9	25
AT4G25520	21	32	41	55	22	83
AT4G25530	0	0	0	0	4	0
AT4G25540	4	3	1	0	1	1
AT4G25550	96	61	177	133	115	197
AT4G25560	0	2	1	0	0	1
AT4G25570	276	325	449	238	122	403
AT4G25580	0	4	1	0	0	0
AT4G25600	0	1	14	0	3	3
AT4G25610	19	19	30	22	14	38
AT4G25620	55	37	94	56	49	91
AT4G25630	46	41	83	65	46	102
AT4G25640	250	337	426	418	183	682
AT4G25650	312	294	515	345	223	579
AT4G25660	82	84	157	74	45	105
AT4G25680	34	38	72	57	31	73
AT4G25700	59	73	109	45	22	67
AT4G25707	0	0	0	0	0	1
AT4G25710	9	9	13	9	5	14
AT4G25720	22	34	49	57	23	74
AT4G25730	205	263	369	300	141	465
AT4G25740	62	47	113	50	39	75
AT4G25750	5	3	1	0	2	1
AT4G25760	1	0	1	0	0	2
AT4G25770	27	38	43	46	18	78
AT4G25780	8	6	6	1	2	6
AT4G25800	27	11	21	5	14	33
AT4G25810	37	34	50	60	42	121
AT4G25830	18	13	26	9	8	16
AT4G25835	36	41	38	95	49	226
AT4G25840	25	23	50	60	40	83
AT4G25845	8	10	4	51	23	132
AT4G25850	5	3	5	4	4	10
AT4G25860	0	0	0	0	1	0
AT4G25870	8	9	25	19	12	17
AT4G25880	100	68	130	82	76	182
AT4G25885	0	0	0	2	3	0
AT4G25890	41	35	80	71	49	96
AT4G25900	83	76	106	134	91	285
AT4G25910	51	37	116	48	38	53
AT4G25920	0	0	1	0	0	0
AT4G25940	79	54	117	78	69	150
AT4G25950	0	6	0	0	1	0
AT4G25960	43	52	125	62	33	57
AT4G25970	85	92	152	100	57	155
AT4G25980	2	2	3	1	1	1
AT4G25990	4	8	9	8	2	9
AT4G26000	58	47	72	49	39	110
AT4G26010	0	7	0	0	5	2
AT4G26020	0	0	0	0	0	2
AT4G26040	0	4	0	0	0	0
AT4G26050	3	6	0	37	15	71
AT4G26055	0	1	2	0	0	13
AT4G26060	34	29	64	55	39	79
AT4G26070	40	46	93	63	34	76
AT4G26080	248	233	300	275	182	620
AT4G26090	6	1	5	1	1	5
AT4G26100	62	43	92	58	51	111
AT4G26110	163	175	210	147	82	308
AT4G26120	4	0	5	3	1	6
AT4G26130	348	418	733	417	216	555
AT4G26140	12	16	26	35	18	48
AT4G26150	14	22	32	12	4	14
AT4G26160	51	33	74	43	39	83
AT4G26170	0	0	0	4	0	0
AT4G26180	5	8	14	11	4	10
AT4G26190	210	228	268	183	101	386
AT4G26200	1	0	3	32	26	44
AT4G26210	26	28	38	41	23	76
AT4G26220	0	0	1	0	0	0
AT4G26230	341	428	660	494	242	716
AT4G26240	13	15	14	12	6	28
AT4G26250	0	0	0	2	0	0
AT4G26255	0	3	5	7	4	7
AT4G26260	0	6	1	0	0	1
AT4G26270	42	46	82	39	23	55
AT4G26288	0	3	1	1	0	0
AT4G26300	58	50	105	77	53	117
AT4G26310	25	22	39	32	21	54
AT4G26360	0	2	0	2	0	1
AT4G26365	0	0	1	0	0	0
AT4G26370	106	120	191	45	24	69
AT4G26380	0	1	0	0	1	0
AT4G26390	0	0	0	0	0	1
AT4G26400	42	31	51	45	38	102
AT4G26410	35	46	76	66	32	85
AT4G26420	0	3	0	0	0	0
AT4G26430	17	15	23	11	9	23
AT4G26450	29	31	56	60	35	85
AT4G26455	37	35	43	28	19	66
AT4G26460	0	0	0	0	4	0
AT4G26466	0	0	1	0	0	0
AT4G26470	8	4	6	7	10	23
AT4G26480	38	47	66	47	23	76
AT4G26488	2	2	0	0	2	0
AT4G26500	72	76	147	78	45	104
AT4G26510	62	66	104	61	34	98
AT4G26520	39	43	58	13	7	24
AT4G26530	1089	1303	1939	423	215	661
AT4G26540	75	58	99	16	14	35
AT4G26550	11	6	27	24	19	25
AT4G26555	52	66	88	43	20	68
AT4G26560	0	0	0	0	7	0
AT4G26570	26	41	78	67	30	66
AT4G26580	0	6	1	0	11	1
AT4G26590	20	25	23	12	5	27
AT4G26600	6	19	38	40	14	29
AT4G26610	35	30	56	44	31	74
AT4G26620	28	26	27	10	7	29
AT4G26630	1550	1801	1976	1175	591	2465
AT4G26640	54	56	94	59	35	94
AT4G26650	40	43	73	56	33	84
AT4G26660	0	4	0	5	1	1
AT4G26670	79	84	144	65	37	98
AT4G26680	0	1	2	3	0	3
AT4G26690	295	214	422	253	214	505
AT4G26700	123	120	187	88	55	159
AT4G26701	0	2	1	1	1	0
AT4G26710	193	165	311	164	117	284
AT4G26720	22	38	64	66	27	71
AT4G26730	0	0	0	3	2	1
AT4G26740	0	3	0	0	0	0
AT4G26750	162	143	201	180	128	402
AT4G26760	18	6	34	11	14	14
AT4G26780	35	49	69	64	29	92
AT4G26790	0	0	3	1	0	0
AT4G26795	0	0	3	0	1	0
AT4G26800	0	0	2	1	0	0
AT4G26810	2	0	13	17	0	20
AT4G26820	0	6	0	0	1	0
AT4G26830	8	4	9	0	3	4
AT4G26840	86	70	197	130	92	150
AT4G26850	217	242	434	234	130	324
AT4G26860	34	47	65	22	9	31
AT4G26870	78	72	129	94	62	155
AT4G26890	3	3	4	9	7	15
AT4G26900	54	74	81	50	20	89
AT4G26910	115	118	253	334	201	418
AT4G26920	0	0	0	0	3	0
AT4G26930	0	0	2	0	0	1
AT4G26940	36	55	71	97	38	141
AT4G26950	0	3	4	5	0	4
AT4G26960	0	0	3	1	1	2
AT4G26965	19	25	41	38	19	49
AT4G26970	240	236	465	825	511	1174
AT4G26980	14	32	23	15	0	23
AT4G26990	17	21	34	40	20	55
AT4G27000	126	105	191	132	98	243
AT4G27010	0	4	9	17	8	16
AT4G27020	22	23	44	31	18	42
AT4G27030	27	30	62	19	11	22
AT4G27040	15	20	32	34	17	46
AT4G27050	7	14	19	17	6	20
AT4G27060	30	46	60	52	20	74
AT4G27070	23	17	54	80	59	92
AT4G27080	36	27	77	55	41	68
AT4G27090	222	221	347	272	168	480
AT4G27100	21	12	33	14	15	23
AT4G27120	45	56	60	54	25	105
AT4G27130	447	423	1354	1135	712	953
AT4G27140	0	3	3	4	0	1
AT4G27150	0	0	2	2	0	0
AT4G27160	0	0	0	0	1	0
AT4G27170	0	5	0	0	0	0
AT4G27180	38	39	56	22	13	41
AT4G27220	0	3	0	0	2	0
AT4G27230	29	18	44	13	14	23
AT4G27240	11	14	28	19	10	20
AT4G27260	9	14	15	25	9	37
AT4G27270	2	0	7	9	0	4
AT4G27280	128	51	114	46	85	193
AT4G27290	0	11	0	0	0	2
AT4G27300	2	7	22	30	12	14
AT4G27310	25	37	53	29	12	38
AT4G27320	110	89	202	138	102	205
AT4G27340	30	47	61	42	16	59
AT4G27350	11	11	12	13	9	31
AT4G27360	0	0	1	0	0	1
AT4G27370	3	0	4	0	2	0
AT4G27380	31	36	49	49	27	86
AT4G27390	53	77	101	57	23	84
AT4G27410	72	70	67	119	76	325
AT4G27415	0	1	0	0	1	0
AT4G27430	71	66	134	43	28	61
AT4G27435	1	1	9	13	7	10
AT4G27440	1579	1386	2854	922	633	1406
AT4G27450	60	40	47	27	31	100
AT4G27460	6	5	7	1	4	9
AT4G27470	121	87	234	181	143	253
AT4G27480	0	4	9	9	4	6
AT4G27490	0	5	13	13	6	8
AT4G27500	478	561	815	811	419	1319
AT4G27510	0	0	0	0	1	1
AT4G27520	1389	1341	3065	1327	834	1636
AT4G27530	0	4	4	5	1	4
AT4G27540	15	29	47	55	21	59
AT4G27550	0	7	0	0	5	0
AT4G27560	45	50	98	71	41	91
AT4G27580	0	0	1	0	2	0
AT4G27585	81	80	123	109	68	199
AT4G27590	0	4	0	0	0	0
AT4G27595	6	7	12	7	4	9
AT4G27600	320	234	630	301	234	411
AT4G27610	25	38	37	27	10	50
AT4G27620	49	41	72	40	30	75
AT4G27630	1	1	1	3	0	4
AT4G27640	31	43	52	61	26	99
AT4G27650	23	25	42	29	17	44
AT4G27652	9	11	11	7	3	15
AT4G27654	6	5	8	5	5	8
AT4G27657	25	8	27	10	19	32
AT4G27660	1	4	1	1	0	5
AT4G27670	0	0	1	0	0	0
AT4G27680	29	28	40	28	18	54
AT4G27690	25	30	36	30	15	56
AT4G27700	160	182	271	108	58	176
AT4G27710	102	63	155	77	72	142
AT4G27720	58	59	107	48	29	72
AT4G27730	22	31	26	58	22	122
AT4G27740	100	85	152	109	79	201
AT4G27745	15	6	19	4	7	10
AT4G27750	26	32	38	27	12	50
AT4G27760	28	24	52	29	21	42
AT4G27780	9	11	18	20	11	28
AT4G27790	0	0	0	0	2	0
AT4G27800	396	370	591	257	170	478
AT4G27810	0	1	0	0	0	0
AT4G27820	63	78	135	37	19	48
AT4G27830	144	130	294	190	127	252
AT4G27840	17	19	20	14	7	30
AT4G27850	1	3	4	9	4	11
AT4G27860	22	23	55	73	43	80
AT4G27870	100	110	179	242	135	373
AT4G27880	39	28	50	26	23	59
AT4G27890	0	5	0	4	0	0
AT4G27900	18	43	61	72	22	73
AT4G27910	6	10	13	16	6	23
AT4G27940	14	6	13	9	15	32
AT4G27950	0	13	25	46	14	29
AT4G27960	254	226	357	280	196	556
AT4G27970	9	14	17	23	10	35
AT4G27980	2	4	0	0	2	0
AT4G27990	906	783	1915	1103	754	1407
AT4G28000	0	0	0	0	1	0
AT4G28005	0	0	0	1	0	0
AT4G28010	3	0	0	3	0	0
AT4G28020	5	6	5	9	4	18
AT4G28025	104	129	184	86	42	134
AT4G28030	109	104	140	59	38	127
AT4G28040	5	1	7	0	3	0
AT4G28050	9	18	43	30	12	19
AT4G28060	44	54	77	63	31	99
AT4G28070	9	10	10	1	0	6
AT4G28080	428	498	746	240	125	382
AT4G28085	9	8	10	27	18	58
AT4G28088	0	1	1	0	0	2
AT4G28100	29	61	95	85	29	86
AT4G28110	0	0	0	0	0	2
AT4G28140	66	99	128	165	67	245
AT4G28150	9	29	22	54	8	77
AT4G28160	7	8	1	2	0	9
AT4G28170	0	4	1	6	0	7
AT4G28180	17	25	37	23	9	29
AT4G28190	8	5	20	6	6	0
AT4G28200	27	16	38	27	26	52
AT4G28210	23	46	47	24	5	33
AT4G28220	6	8	17	18	10	20
AT4G28230	2	3	7	4	3	1
AT4G28240	52	65	75	29	13	53
AT4G28250	5	9	16	8	3	7
AT4G28260	32	37	67	78	42	104
AT4G28270	63	30	96	70	80	135
AT4G28280	3	3	0	3	2	9
AT4G28290	49	22	60	43	54	105
AT4G28300	649	599	1034	1005	667	1753
AT4G28310	0	1	0	2	1	1
AT4G28320	4	4	6	3	1	4
AT4G28330	5	0	2	2	0	3
AT4G28340	3	1	0	1	3	1
AT4G28350	92	96	63	150	84	495
AT4G28360	21	18	37	14	10	21
AT4G28370	20	31	39	39	15	57
AT4G28390	15	8	27	22	21	31
AT4G28395	0	0	0	1	0	0
AT4G28400	70	59	93	68	50	141
AT4G28410	0	3	0	3	0	1
AT4G28420	0	0	0	1	0	7
AT4G28430	1	5	1	0	0	0
AT4G28440	55	44	67	38	31	87
AT4G28450	15	23	39	43	19	51
AT4G28460	0	4	8	14	7	12
AT4G28470	57	39	93	64	56	110
AT4G28480	73	94	135	161	76	243
AT4G28485	6	5	6	0	0	1
AT4G28490	48	47	92	89	56	127
AT4G28500	3	0	3	0	3	2
AT4G28510	64	24	73	24	39	72
AT4G28520	0	2	0	0	3	0
AT4G28530	0	2	1	6	3	1
AT4G28540	71	42	84	56	59	140
AT4G28550	22	21	33	34	21	58
AT4G28556	0	0	0	1	4	0
AT4G28560	0	0	6	0	5	3
AT4G28570	115	134	175	184	95	328
AT4G28580	0	1	1	0	0	0
AT4G28590	20	19	29	13	10	27
AT4G28600	19	28	52	68	32	74
AT4G28610	77	54	116	69	60	128
AT4G28620	0	6	0	3	15	0
AT4G28630	36	32	58	60	41	100
AT4G28640	17	18	13	6	3	21
AT4G28650	11	3	17	11	15	20
AT4G28660	288	273	591	190	122	252
AT4G28670	0	4	1	0	0	0
AT4G28680	0	1	0	0	3	0
AT4G28690	5	7	8	6	1	8
AT4G28700	2	4	6	7	3	7
AT4G28703	1	4	11	17	9	11
AT4G28706	55	70	105	46	22	66
AT4G28710	22	22	49	58	35	72
AT4G28720	2	3	0	4	2	1
AT4G28730	44	46	78	26	15	40
AT4G28740	102	113	200	63	35	88
AT4G28750	2659	2639	4246	1689	1044	2934
AT4G28760	84	62	89	26	25	73
AT4G28770	48	48	80	55	34	89
AT4G28780	6	20	38	6	0	2
AT4G28790	3	0	0	0	1	0
AT4G28800	0	2	5	4	2	0
AT4G28811	0	0	0	1	0	1
AT4G28815	0	2	0	0	5	0
AT4G28820	1	6	5	8	2	12
AT4G28830	10	19	18	12	1	17
AT4G28840	0	2	1	0	5	0
AT4G28850	8	12	0	14	6	32
AT4G28860	78	67	104	73	53	152
AT4G28870	0	0	0	0	2	0
AT4G28880	73	64	112	86	60	156
AT4G28890	0	0	0	1	0	1
AT4G28900	0	0	5	0	1	1
AT4G28910	74	88	169	170	90	208
AT4G28920	0	0	0	0	1	0
AT4G28970	0	0	0	0	1	0
AT4G28980	17	28	34	38	14	55
AT4G28990	13	19	30	25	10	30
AT4G29000	9	21	29	48	15	53
AT4G29010	292	263	476	334	227	568
AT4G29020	15	21	21	14	5	25
AT4G29030	0	2	1	0	0	0
AT4G29040	469	560	629	689	336	1377
AT4G29050	12	8	12	9	9	23
AT4G29060	408	593	825	346	144	487
AT4G29070	103	76	179	80	64	126
AT4G29080	30	24	76	48	35	48
AT4G29090	0	1	0	3	2	1
AT4G29100	16	28	55	70	30	65
AT4G29110	39	55	70	28	11	43
AT4G29120	84	67	119	68	53	134
AT4G29130	54	45	97	65	47	99
AT4G29140	32	22	39	19	19	46
AT4G29160	226	205	350	280	190	501
AT4G29170	3	0	10	0	0	5
AT4G29190	70	79	93	64	34	130
AT4G29200	0	1	0	0	0	0
AT4G29210	47	50	111	109	64	126
AT4G29220	97	84	173	86	60	132
AT4G29230	5	3	12	6	6	7
AT4G29240	11	10	15	4	4	10
AT4G29250	0	2	0	0	0	0
AT4G29260	36	60	74	69	25	97
AT4G29270	0	4	0	0	0	1
AT4G29305	0	0	0	1	3	0
AT4G29310	19	13	28	7	7	13
AT4G29330	87	69	131	136	104	251
AT4G29340	0	6	0	9	2	13
AT4G29350	438	473	610	474	265	929
AT4G29360	3	5	9	6	3	5
AT4G29380	34	37	50	49	27	89
AT4G29390	148	180	237	191	94	328
AT4G29400	31	43	67	21	9	26
AT4G29410	85	60	152	104	85	159
AT4G29420	10	15	20	16	7	21
AT4G29430	45	48	56	47	26	98
AT4G29440	24	15	33	30	29	63
AT4G29470	0	0	0	1	6	0
AT4G29480	58	58	100	63	39	101
AT4G29490	65	54	98	57	42	104
AT4G29510	41	58	100	75	34	89
AT4G29520	102	115	152	165	89	303
AT4G29530	3	3	1	2	0	4
AT4G29540	0	8	8	8	1	8
AT4G29550	0	0	1	1	1	0
AT4G29560	0	3	14	0	0	3
AT4G29570	0	0	3	3	1	3
AT4G29580	0	0	1	0	1	0
AT4G29590	54	53	127	76	48	88
AT4G29600	0	2	0	0	3	0
AT4G29610	12	12	27	10	7	12
AT4G29640	3	0	1	0	0	0
AT4G29660	28	34	51	46	23	68
AT4G29670	206	181	391	263	180	380
AT4G29680	35	44	96	89	47	94
AT4G29690	0	0	0	0	0	1
AT4G29700	9	11	15	51	26	81
AT4G29710	0	0	0	0	0	1
AT4G29720	35	54	70	44	18	60
AT4G29730	1	3	6	0	4	7
AT4G29735	82	82	156	138	85	200
AT4G29740	69	37	120	172	166	271
AT4G29750	99	130	187	122	57	180
AT4G29760	0	1	0	0	4	0
AT4G29780	94	33	128	97	137	220
AT4G29790	35	42	54	53	27	93
AT4G29800	0	0	2	2	0	1
AT4G29810	74	80	144	143	83	205
AT4G29820	21	18	32	19	14	34
AT4G29830	7	17	20	22	1	25
AT4G29840	151	155	237	150	90	264
AT4G29850	2	0	1	0	0	0
AT4G29860	12	15	29	20	10	23
AT4G29870	108	125	206	166	89	242
AT4G29890	11	17	23	8	3	9
AT4G29900	118	97	183	159	118	286
AT4G29905	33	25	41	11	10	25
AT4G29910	6	5	10	5	4	9
AT4G29920	11	12	12	5	3	11
AT4G29930	0	6	0	0	4	0
AT4G29940	42	53	61	50	23	91
AT4G29950	69	32	102	99	111	195
AT4G29960	61	39	93	80	72	148
AT4G29970	0	3	0	0	0	0
AT4G29980	0	29	0	3	2	0
AT4G29990	8	5	10	3	4	7
AT4G30000	10	6	10	6	6	15
AT4G30010	225	192	352	225	162	401
AT4G30020	46	40	91	20	14	27
AT4G30030	0	3	0	0	1	0
AT4G30040	0	5	0	0	0	0
AT4G30050	0	0	1	0	6	0
AT4G30060	9	10	11	35	19	67
AT4G30070	0	0	1	0	9	0
AT4G30080	50	46	101	57	38	75
AT4G30090	0	19	6	0	16	8
AT4G30097	0	0	1	0	1	1
AT4G30100	83	63	138	90	71	150
AT4G30110	20	13	27	16	17	34
AT4G30120	0	9	0	1	4	0
AT4G30130	0	6	0	0	0	2
AT4G30150	14	14	28	35	22	47
AT4G30160	96	84	161	191	133	314
AT4G30170	0	7	9	9	3	1
AT4G30180	0	9	1	0	9	1
AT4G30190	399	420	718	2583	1507	3986
AT4G30200	30	39	59	53	25	74
AT4G30210	152	150	277	312	194	475
AT4G30220	66	74	137	100	55	134
AT4G30230	3	8	12	16	6	16
AT4G30240	20	21	38	50	30	71
AT4G30250	4	3	6	5	4	6
AT4G30260	110	86	181	126	97	213
AT4G30270	502	429	683	451	330	930
AT4G30280	37	21	58	60	58	108
AT4G30290	6	11	23	28	13	26
AT4G30300	0	0	0	0	0	1
AT4G30310	98	125	177	99	46	152
AT4G30320	0	0	0	0	2	0
AT4G30330	18	21	17	7	3	19
AT4G30340	25	31	45	30	14	43
AT4G30350	70	81	134	221	120	325
AT4G30360	12	17	34	31	15	31
AT4G30370	0	7	5	11	2	14
AT4G30390	65	48	93	86	71	169
AT4G30400	8	15	23	5	1	4
AT4G30410	1	4	4	1	0	1
AT4G30420	0	4	2	0	0	0
AT4G30430	0	0	3	3	2	1
AT4G30440	179	130	276	102	86	187
AT4G30450	4	3	11	21	14	20
AT4G30460	82	98	81	82	37	207
AT4G30470	89	127	281	128	62	114
AT4G30480	43	51	72	54	28	89
AT4G30490	49	39	84	79	60	127
AT4G30500	15	15	21	19	12	33
AT4G30510	21	10	29	19	22	38
AT4G30520	1	12	30	18	10	14
AT4G30530	380	521	947	1111	522	1279
AT4G30540	0	0	2	0	3	2
AT4G30550	32	44	60	33	15	49
AT4G30560	5	4	13	8	7	7
AT4G30570	3	5	3	1	0	4
AT4G30580	59	63	102	32	18	50
AT4G30590	0	2	0	0	0	0
AT4G30600	131	167	227	269	127	430
AT4G30610	8	13	19	4	0	4
AT4G30620	43	63	83	29	11	41
AT4G30630	17	21	34	36	19	49
AT4G30640	0	4	5	10	1	9
AT4G30650	582	567	1400	657	409	733
AT4G30660	164	208	189	112	47	249
AT4G30662	0	3	1	4	0	0
AT4G30670	0	0	0	0	2	0
AT4G30680	1	1	4	4	3	4
AT4G30690	395	338	735	244	171	359
AT4G30700	6	1	4	1	4	6
AT4G30710	15	9	35	15	13	15
AT4G30720	37	47	78	24	12	31
AT4G30750	65	64	115	65	41	102
AT4G30760	25	36	69	63	30	67
AT4G30780	27	34	57	69	35	92
AT4G30790	55	41	65	26	23	64
AT4G30800	5	10	14	16	4	19
AT4G30810	59	83	131	106	47	137
AT4G30820	21	16	14	7	7	30
AT4G30825	10	20	29	17	6	18
AT4G30840	1	12	23	28	11	22
AT4G30845	7	9	8	4	2	8
AT4G30850	5	10	7	10	3	22
AT4G30860	4	0	3	0	0	2
AT4G30870	3	2	9	6	5	4
AT4G30890	42	33	75	57	42	87
AT4G30900	18	20	40	36	20	45
AT4G30910	20	22	36	25	15	38
AT4G30920	177	169	291	145	93	243
AT4G30930	24	37	51	45	17	61
AT4G30935	24	44	51	43	13	59
AT4G30940	10	11	11	5	3	11
AT4G30950	311	293	591	247	160	359
AT4G30960	171	214	273	168	79	288
AT4G30975	0	1	0	0	0	1
AT4G30980	22	18	49	29	22	35
AT4G30990	24	38	57	72	29	88
AT4G30993	75	59	147	38	28	51
AT4G30996	30	21	46	23	20	42
AT4G31000	36	29	35	20	16	55
AT4G31010	8	10	18	17	10	23
AT4G31020	0	27	1	0	16	1
AT4G31040	141	122	265	124	86	179
AT4G31050	19	12	24	6	7	14
AT4G31060	15	14	10	0	0	7
AT4G31070	0	4	4	0	3	3
AT4G31080	31	54	96	96	39	96
AT4G31100	1	5	4	4	1	4
AT4G31110	0	1	0	4	2	1
AT4G31115	40	21	61	14	17	27
AT4G31120	17	20	39	33	18	41
AT4G31130	57	45	86	67	52	124
AT4G31140	15	18	27	18	10	25
AT4G31150	16	8	26	10	12	17
AT4G31160	91	72	104	73	60	181
AT4G31170	150	175	258	183	95	294
AT4G31180	81	75	176	119	78	147
AT4G31200	45	36	70	49	37	86
AT4G31210	36	31	70	42	29	58
AT4G31230	0	0	3	3	0	6
AT4G31240	12	10	11	9	8	24
AT4G31248	0	0	0	1	0	0
AT4G31270	0	8	11	12	0	7
AT4G31280	0	13	0	0	7	0
AT4G31290	176	134	263	81	66	153
AT4G31300	224	206	379	274	183	449
AT4G31310	23	20	25	4	4	12
AT4G31320	0	2	0	0	0	0
AT4G31330	0	1	0	6	3	9
AT4G31340	151	169	261	273	149	438
AT4G31350	19	13	24	13	12	28
AT4G31351	0	0	1	0	0	0
AT4G31360	12	18	24	19	8	24
AT4G31370	0	1	0	0	0	0
AT4G31380	0	15	0	2	18	0
AT4G31390	82	74	142	94	64	150
AT4G31400	0	6	9	12	3	8
AT4G31408	0	0	0	2	0	0
AT4G31410	7	11	27	37	20	31
AT4G31420	69	72	95	57	33	112
AT4G31430	23	30	39	22	10	36
AT4G31440	4	6	3	1	0	6
AT4G31450	39	34	73	47	32	67
AT4G31460	7	14	32	39	18	32
AT4G31470	0	0	0	3	0	0
AT4G31480	131	96	202	140	116	256
AT4G31490	72	76	130	123	71	187
AT4G31500	528	617	1296	2430	1314	2752
AT4G31510	25	13	38	28	28	47
AT4G31520	0	5	8	13	5	11
AT4G31530	279	315	491	214	116	337
AT4G31540	21	22	43	29	18	39
AT4G31550	110	88	136	298	235	671
AT4G31560	121	150	214	97	47	152
AT4G31570	16	35	47	65	20	74
AT4G31580	95	75	165	122	92	194
AT4G31590	17	29	47	26	9	26
AT4G31600	29	25	27	15	11	42
AT4G31610	0	10	0	2	0	0
AT4G31620	0	8	6	0	2	4
AT4G31650	9	8	23	17	11	17
AT4G31660	0	0	0	0	2	0
AT4G31670	19	24	38	41	20	56
AT4G31680	0	11	0	3	2	0
AT4G31690	0	0	0	0	1	0
AT4G31700	153	162	226	157	90	292
AT4G31710	0	9	0	2	5	0
AT4G31720	31	31	47	23	15	42
AT4G31730	0	0	0	2	1	0
AT4G31750	30	30	52	49	30	77
AT4G31760	0	5	1	0	9	0
AT4G31770	13	11	24	25	18	38
AT4G31780	356	319	500	456	316	906
AT4G31790	17	14	38	34	24	40
AT4G31800	247	238	441	409	259	631
AT4G31805	1	1	4	0	3	1
AT4G31810	9	8	12	10	8	22
AT4G31820	67	89	109	146	65	247
AT4G31840	0	6	5	10	1	9
AT4G31850	50	45	75	17	12	32
AT4G31860	84	110	188	169	82	213
AT4G31870	13	12	14	7	5	17
AT4G31875	8	0	0	0	0	0
AT4G31877	0	4	0	0	0	1
AT4G31880	48	31	85	52	45	79
AT4G31890	3	6	8	6	1	6
AT4G31900	0	4	1	5	2	1
AT4G31910	0	0	1	0	0	0
AT4G31920	37	29	53	50	39	97
AT4G31930	5	11	18	21	9	22
AT4G31950	0	2	1	0	13	5
AT4G31960	0	0	0	3	1	4
AT4G31970	1	2	0	0	1	3
AT4G31980	33	27	40	49	38	113
AT4G31985	89	79	122	72	51	146
AT4G31990	196	252	290	173	77	316
AT4G32000	4	1	5	3	1	7
AT4G32010	41	42	91	88	53	108
AT4G32020	664	556	1130	954	687	1553
AT4G32030	43	39	65	42	29	75
AT4G32040	114	113	198	146	91	233
AT4G32050	17	21	18	14	6	32
AT4G32060	230	249	433	378	214	555
AT4G32070	130	150	200	183	95	326
AT4G32080	0	0	0	0	1	0
AT4G32110	0	0	0	0	1	0
AT4G32120	9	13	21	18	8	21
AT4G32130	34	46	76	75	36	96
AT4G32140	25	27	47	37	21	55
AT4G32150	140	128	190	106	72	216
AT4G32160	34	23	45	21	20	46
AT4G32175	6	6	15	8	6	9
AT4G32180	67	81	129	132	68	193
AT4G32190	61	72	128	73	39	96
AT4G32200	0	0	4	9	5	8
AT4G32210	6	0	7	1	5	6
AT4G32230	0	3	0	0	0	0
AT4G32240	45	62	79	55	24	88
AT4G32250	32	35	36	27	14	62
AT4G32260	8016	6582	15813	6368	4556	8766
AT4G32270	55	51	69	31	22	69
AT4G32272	8	15	29	22	9	18
AT4G32280	2	0	1	0	0	0
AT4G32285	100	103	173	183	108	291
AT4G32290	9	48	90	153	43	96
AT4G32295	6	5	5	3	1	7
AT4G32300	49	35	52	35	34	97
AT4G32320	33	34	47	18	11	34
AT4G32330	194	186	373	167	106	239
AT4G32340	392	397	573	187	113	353
AT4G32350	19	27	33	25	11	39
AT4G32360	22	30	58	50	25	54
AT4G32370	0	0	0	0	2	0
AT4G32375	0	8	0	1	0	0
AT4G32380	0	1	0	1	0	0
AT4G32390	118	120	214	166	100	254
AT4G32400	49	50	100	79	47	106
AT4G32410	458	517	814	453	246	709
AT4G32420	23	33	41	32	12	49
AT4G32430	4	1	2	0	1	5
AT4G32440	10	11	18	11	7	17
AT4G32450	10	15	22	7	3	8
AT4G32460	4	3	4	5	4	11
AT4G32470	127	134	230	146	85	222
AT4G32480	58	46	51	55	47	171
AT4G32490	0	0	0	0	4	2
AT4G32500	0	4	0	0	1	0
AT4G32510	0	4	0	0	1	0
AT4G32520	113	118	226	149	88	208
